level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	3	10	1	2	5	1040	1883	9	25	93	并
5	3	10	1	2	6	1048	1883	18	25	93	使
5	3	10	1	2	7	1072	1883	57	25	93	用
5	3	10	1	2	8	1118	1885	32	23	96	的
5	3	10	1	2	9	1151	1885	24	23	96	几
5	3	10	1	2	10	1169	1884	25	24	96	率
5	3	10	1	2	11	1200	1883	58	25	96	增
5	3	10	1	2	12	1267	1899	4	8	96	加
5	3	10	1	2	13	0	0	2501	3528	96	,
5	3	10	1	2	14	1297	1884	25	24	96	所
5	3	10	1	2	15	1338	1887	5	6	96	以
5	3	10	1	2	16	1361	1884	23	24	96	用
5	3	10	1	2	17	1394	1884	51	25	96	药
5	3	10	1	2	18	1440	1884	42	25	96	的
5	3	10	1	2	19	0	0	2501	3528	96	安
5	3	10	1	2	20	1490	1884	45	25	96	全
5	3	10	1	2	21	1529	1884	50	25	96	性
5	3	10	1	2	22	0	0	2501	3528	96	风
5	3	10	1	2	23	1586	1884	25	25	96	险
5	3	10	1	2	24	1618	1886	42	23	96	理
5	3	10	1	2	25	1657	1885	18	24	96	论
5	3	10	1	2	26	1682	1885	25	23	96	上
5	3	10	1	2	27	1714	1885	25	25	96	较
5	3	10	1	2	28	1746	1884	57	26	96	一
5	3	10	1	2	29	0	0	2501	3528	68	舱
3	3	10	2	0	0	618	1949	880	29	-1	
4	3	10	2	1	0	618	1949	880	29	-1	
5	3	10	2	1	1	618	1949	10	25	94	【
5	3	10	2	1	2	636	1949	59	26	96	药
5	3	10	2	1	3	0	0	2501	3528	96	物
5	3	10	2	1	4	701	1949	26	27	93	相
5	3	10	2	1	5	733	1950	41	26	93	互
5	3	10	2	1	6	774	1949	48	27	96	作
5	3	10	2	1	7	0	0	2501	3528	96	用
5	3	10	2	1	8	833	1950	10	25	79	】
5	3	10	2	1	9	862	1950	282	26	78	本叩避免与加贝酯或
5	3	10	2	1	10	1162	1954	134	24	76	globulin
5	3	10	2	1	11	1314	1952	48	25	96	制
5	3	10	2	1	12	1363	1952	41	25	96	剂
5	3	10	2	1	13	0	0	2501	3528	96	混
5	3	10	2	1	14	1412	1952	39	25	93	合
5	3	10	2	1	15	1451	1951	17	26	93	使
5	3	10	2	1	16	1475	1952	23	25	96	用
3	3	10	3	0	0	618	1986	317	26	-1	
4	3	10	3	1	0	618	1986	317	26	-1	
5	3	10	3	1	1	618	1987	10	24	96	【
5	3	10	3	1	2	636	1986	28	26	96	药
5	3	10	3	1	3	668	1986	48	26	96	物
5	3	10	3	1	4	701	1986	58	26	96	过
5	3	10	3	1	5	768	1987	11	24	95	量
5	3	10	3	1	6	0	0	2501	3528	84	】
5	3	10	3	1	7	800	1987	23	25	96	尚
5	3	10	3	1	8	831	1987	54	25	96	不
5	3	10	3	1	9	894	1989	10	21	96	明
5	3	10	3	1	10	903	1987	16	25	96	确
5	3	10	3	1	11	928	2004	7	6	96	。
3	3	10	4	0	0	618	2024	1167	118	-1	
4	3	10	4	1	0	618	2024	1167	29	-1	
5	3	10	4	1	1	618	2025	10	25	96	【
5	3	10	4	1	2	636	2024	27	26	96	药
5	3	10	4	1	3	668	2026	28	24	96	理
5	3	10	4	1	4	701	2025	59	26	96	毒
5	3	10	4	1	5	0	0	2501	3528	95	理
5	3	10	4	1	6	768	2025	11	25	95	】
5	3	10	4	1	7	798	2025	43	26	95	本
5	3	10	4	1	8	836	2025	18	25	96	品
5	3	10	4	1	9	863	2025	23	26	96	系
5	3	10	4	1	10	894	2026	26	25	96	从
5	3	10	4	1	11	926	2026	26	24	96	人
5	3	10	4	1	12	958	2026	26	25	91	尿
5	3	10	4	1	13	990	2026	59	25	96	提
5	3	10	4	1	14	0	0	2501	3528	96	取
5	3	10	4	1	15	1055	2026	46	26	96	精
5	3	10	4	1	16	1103	2026	40	26	96	制
5	3	10	4	1	17	1133	2038	4	5	96	的
5	3	10	4	1	18	1150	2026	26	26	95	糖
5	3	10	4	1	19	1183	2026	55	26	60	虾
5	3	10	4	1	20	1249	2042	5	8	96	白
5	3	10	4	1	21	0	0	2501	3528	96	,
5	3	10	4	1	22	1280	2027	23	25	90	属
5	3	10	4	1	23	1312	2027	54	25	89	蛋
5	3	10	4	1	24	0	0	2501	3528	96	白
5	3	10	4	1	25	1375	2027	42	25	96	酶
5	3	10	4	1	26	1418	2027	37	25	94	抑
5	3	10	4	1	27	1457	2027	40	25	96	制
5	3	10	4	1	28	0	0	2501	3528	96	剂
5	3	10	4	1	29	0	0	2501	3528	96	。
5	3	10	4	1	30	1536	2027	24	25	93	具
5	3	10	4	1	31	1568	2027	41	26	96	有
5	3	10	4	1	32	1610	2027	37	26	66	抑
5	3	10	4	1	33	1649	2027	41	26	96	制
5	3	10	4	1	34	0	0	2501	3528	81	胰
5	3	10	4	1	35	1697	2028	23	25	86	蛋
5	3	10	4	1	36	1731	2027	54	26	96	白
5	3	10	4	1	37	0	0	2501	3528	96	酶
4	3	10	4	2	0	795	2055	988	28	-1	
5	3	10	4	2	1	795	2055	57	26	96	等
5	3	10	4	2	2	859	2056	15	25	91	各
5	3	10	4	2	3	874	2055	9	26	96	种
5	3	10	4	2	4	890	2056	59	25	96	胰
5	3	10	4	2	5	958	2057	4	5	96	酶
5	3	10	4	2	6	955	2056	46	25	96	活
5	3	10	4	2	7	996	2056	17	24	96	性
5	3	10	4	2	8	1021	2056	39	26	96	的
5	3	10	4	2	9	1060	2056	47	26	96	作
5	3	10	4	2	10	1118	2072	4	8	96	用
5	3	10	4	2	11	0	0	2501	3528	96	,
5	3	10	4	2	12	1148	2056	25	26	96	常
5	3	10	4	2	13	1179	2057	24	25	96	用
5	3	10	4	2	14	1213	2056	57	26	96	于
5	3	10	4	2	15	0	0	2501	3528	86	胰
5	3	10	4	2	16	1277	2056	25	26	96	腺
5	3	10	4	2	17	1309	2057	24	25	95	炎
5	3	10	4	2	18	1341	2057	56	25	96	的
5	3	10	4	2	19	1404	2058	26	24	96	治
5	3	10	4	2	20	1439	2074	6	6	96	疗
5	3	10	4	2	21	0	0	2501	3528	96	。
5	3	10	4	2	22	1469	2057	57	26	95	此
5	3	10	4	2	23	1535	2073	4	8	96	外
5	3	10	4	2	24	0	0	2501	3528	96	,
5	3	10	4	2	25	1565	2057	56	26	96	本
5	3	10	4	2	26	0	0	2501	3528	96	品
5	3	10	4	2	27	1631	2057	23	26	96	尚
5	3	10	4	2	28	1661	2058	25	25	96	有
5	3	10	4	2	29	1694	2058	24	25	94	稳
5	3	10	4	2	30	1726	2058	57	25	96	定
5	3	10	4	2	31	0	0	2501	3528	64	溶
4	3	10	4	3	0	795	2085	985	28	-1	
5	3	10	4	3	1	795	2086	26	25	91	酶
5	3	10	4	3	2	827	2085	57	26	96	体
5	3	10	4	3	3	893	2102	6	7	96	膜
5	3	10	4	3	4	0	0	2501	3528	96	、
5	3	10	4	3	5	922	2086	48	25	84	抑
5	3	10	4	3	6	972	2086	41	25	96	制
5	3	10	4	3	7	0	0	2501	3528	95	溶
5	3	10	4	3	8	1020	2086	40	26	96	酶
5	3	10	4	3	9	1059	2086	18	25	96	体
5	3	10	4	3	10	1083	2087	57	25	96	酶
5	3	10	4	3	11	0	0	2501	3528	96	的
5	3	10	4	3	12	1148	2087	25	25	96	释
5	3	10	4	3	13	1180	2087	46	24	96	放
5	3	10	4	3	14	1223	2087	41	25	96	和
5	3	10	4	3	15	1265	2087	26	25	95	抑
5	3	10	4	3	16	1293	2087	20	25	96	制
5	3	10	4	3	17	1315	2089	19	21	96	心
5	3	10	4	3	18	1340	2088	26	24	95	肌
5	3	10	4	3	19	1372	2087	47	25	95	抑
5	3	10	4	3	20	1421	2087	8	25	96	制
5	3	10	4	3	21	1438	2088	23	24	93	因
5	3	10	4	3	22	1469	2088	56	24	91	子
5	3	10	4	3	23	0	0	2501	3528	93	产
5	3	10	4	3	24	1533	2087	25	25	96	生
5	3	10	4	3	25	1565	2087	40	26	96	等
5	3	10	4	3	26	1604	2087	49	26	96	作
5	3	10	4	3	27	1663	2104	5	7	96	用
5	3	10	4	3	28	0	0	2501	3528	96	,
5	3	10	4	3	29	1694	2088	24	25	92	故
5	3	10	4	3	30	1724	2088	56	25	91	可
5	3	10	4	3	31	0	0	2501	3528	93	用
4	3	10	4	4	0	795	2115	458	27	-1	
5	3	10	4	4	1	795	2116	37	25	96	于
5	3	10	4	4	2	828	2115	56	26	96	急
5	3	10	4	4	3	0	0	2501	3528	96	性
5	3	10	4	4	4	891	2116	25	26	96	循
5	3	10	4	4	5	922	2117	37	24	96	环
5	3	10	4	4	6	955	2116	37	25	96	衰
5	3	10	4	4	7	987	2117	26	25	96	竭
5	3	10	4	4	8	1021	2116	24	25	93	的
5	3	10	4	4	9	1051	2116	37	26	91	抢
5	3	10	4	4	10	1083	2116	57	26	90	救
5	3	10	4	4	11	1148	2123	3	4	96	治
5	3	10	4	4	12	1147	2117	27	25	96	疗
5	3	10	4	4	13	1182	2116	54	26	96	当
5	3	10	4	4	14	0	0	2501	3528	96	中
5	3	10	4	4	15	1247	2133	6	7	95	。
3	3	10	5	0	0	618	2152	1166	29	-1	
4	3	10	5	1	0	618	2152	1166	29	-1	
5	3	10	5	1	1	618	2152	191	26	84	【药代动力学】
5	3	10	5	1	2	828	2153	56	25	95	健
5	3	10	5	1	3	0	0	2501	3528	96	康
5	3	10	5	1	4	892	2153	53	25	96	正
5	3	10	5	1	5	939	2157	9	13	96	常
5	3	10	5	1	6	957	2153	54	25	96	男
5	3	10	5	1	7	1007	2157	20	20	96	性
5	3	10	5	1	8	1033	2157	12	19	92	30
5	3	10	5	1	9	1049	2155	23	23	93	万
5	3	10	5	1	10	1081	2154	56	25	96	单
5	3	10	5	1	11	0	0	2501	3528	96	位
5	3	10	5	1	12	1139	2156	80	22	90	/10m1
5	3	10	5	1	13	1240	2154	45	25	96	静
5	3	10	5	1	14	1282	2154	26	25	71	脉
5	3	10	5	1	15	1303	2154	43	25	96	注
5	3	10	5	1	16	1347	2154	13	25	96	射
5	3	10	5	1	17	1366	2154	43	25	97	给
5	3	10	5	1	18	1410	2155	45	24	96	药
5	3	10	5	1	19	0	0	2501	3528	96	后
5	3	10	5	1	20	1464	2170	7	24	92	,
5	3	10	5	1	21	1491	2155	293	26	81	3小时内血药浓度直线
3	3	10	6	0	0	891	2182	834	27	-1	
4	3	10	6	1	0	891	2182	834	27	-1	
5	3	10	6	1	1	891	2182	46	25	96	清
5	3	10	6	1	2	930	2182	18	25	96	除
5	3	10	6	1	3	955	2182	26	25	96	半
5	3	10	6	1	4	987	2183	26	24	73	衰
5	3	10	6	1	5	1020	2183	57	25	96	期
5	3	10	6	1	6	1079	2186	12	20	96	为
5	3	10	6	1	7	1097	2186	12	20	92	40
5	3	10	6	1	8	1112	2183	57	25	92	分
5	3	10	6	1	9	1179	2196	4	12	96	钟
5	3	10	6	1	10	0	0	2501	3528	84	;
5	3	10	6	1	11	1209	2183	26	25	91	给
5	3	10	6	1	12	1242	2183	56	25	96	药
5	3	10	6	1	13	0	0	2501	3528	96	后
5	3	10	6	1	14	1301	2187	13	19	95	6
5	3	10	6	1	15	1318	2184	40	24	93	小
5	3	10	6	1	16	1359	2184	15	24	93	时
5	3	10	6	1	17	1381	2184	44	25	96	给
5	3	10	6	1	18	1424	2184	36	25	96	药
5	3	10	6	1	19	1445	2184	57	24	96	量
5	3	10	6	1	20	1505	2187	12	19	96	的
5	3	10	6	1	21	1539	2188	15	18	90	24%
5	3	10	6	1	22	1556	2184	26	25	93	从
5	3	10	6	1	23	1588	2185	56	24	96	尿
5	3	10	6	1	24	1652	2185	16	24	96	中
5	3	10	6	1	25	1670	2185	40	24	96	排
5	3	10	6	1	26	0	0	2501	3528	93	泄
5	3	10	6	1	27	1718	2201	7	7	95	。
2	3	11	0	0	0	618	2216	1167	207	-1	
3	3	11	1	0	0	618	2216	1167	207	-1	
4	3	11	1	1	0	618	2216	725	28	-1	
5	3	11	1	1	1	618	2217	45	25	93	【
5	3	11	1	1	2	0	0	2501	3528	91	贮
5	3	11	1	1	3	732	2216	130	26	72	藏】密闭
5	3	11	1	1	4	889	2218	43	24	71	阮
5	3	11	1	1	5	929	2218	16	25	95	凉
5	3	11	1	1	6	952	2220	34	23	89	干
5	3	11	1	1	7	984	2218	58	25	89	燥
5	3	11	1	1	8	0	0	2501	3528	78	处
5	3	11	1	1	9	1063	2221	7	20	72	(
5	3	11	1	1	10	1080	2219	58	25	96	不
5	3	11	1	1	11	1144	2218	26	25	96	超
5	3	11	1	1	12	1173	2221	12	20	96	过
5	3	11	1	1	13	1191	2220	39	21	36	20ICC
5	3	11	1	1	14	1242	2221	7	20	74	)
5	3	11	1	1	15	1271	2219	57	25	86	保
5	3	11	1	1	16	0	0	2501	3528	96	存
5	3	11	1	1	17	1336	2235	7	7	96	。
4	3	11	1	2	0	618	2252	833	28	-1	
5	3	11	1	2	1	618	2252	45	25	96	【
5	3	11	1	2	2	0	0	2501	3528	95	包
5	3	11	1	2	3	733	2253	25	25	95	装
5	3	11	1	2	4	767	2253	11	24	83	]
5	3	11	1	2	5	792	2254	25	23	77	硼
5	3	11	1	2	6	824	2253	57	25	95	硅
5	3	11	1	2	7	0	0	2501	3528	93	玻
5	3	11	1	2	8	887	2254	26	24	93	璃
5	3	11	1	2	9	920	2253	48	26	96	管
5	3	11	1	2	10	969	2253	8	25	96	制
5	3	11	1	2	11	984	2254	26	25	96	注
5	3	11	1	2	12	1016	2253	51	26	96	射
5	3	11	1	2	13	1066	2254	7	25	96	剂
5	3	11	1	2	14	1080	2254	58	25	96	瓶
5	3	11	1	2	15	1146	2271	7	6	96	装
5	3	11	1	2	16	0	0	2501	3528	93	。
5	3	11	1	2	17	1177	2254	58	25	92	每
5	3	11	1	2	18	0	0	2501	3528	96	盒
5	3	11	1	2	19	1240	2258	8	19	92	1
5	3	11	1	2	20	1252	2254	39	25	94	瓶
5	3	11	1	2	21	0	0	2501	3528	93	,
5	3	11	1	2	22	1316	2254	59	26	90	每
5	3	11	1	2	23	1380	2258	7	19	94	盒
5	3	11	1	2	24	1395	2258	12	19	93	10
5	3	11	1	2	25	1410	2255	26	24	92	瓶
5	3	11	1	2	26	1444	2271	7	6	85	。
4	3	11	1	3	0	618	2287	278	26	-1	
5	3	11	1	3	1	618	2287	45	26	95	【
5	3	11	1	3	2	0	0	2501	3528	93	有
5	3	11	1	3	3	684	2287	27	26	92	效
5	3	11	1	3	4	732	2287	46	25	96	期
5	3	11	1	3	5	792	2291	29	20	74	】36
5	3	11	1	3	6	823	2288	53	25	92	个
5	3	11	1	3	7	0	0	2501	3528	96	月
5	3	11	1	3	8	890	2305	6	6	96	。
4	3	11	1	4	0	618	2322	1167	29	-1	
5	3	11	1	4	1	618	2323	10	24	96	【
5	3	11	1	4	2	636	2322	41	26	96	执
5	3	11	1	4	3	679	2323	48	25	96	行
5	3	11	1	4	4	733	2323	26	25	96	标
5	3	11	1	4	5	768	2324	11	23	96	准
5	3	11	1	4	6	792	2325	11	21	40	】《6
5	3	11	1	4	7	812	2323	22	25	92	中
5	3	11	1	4	8	844	2324	42	24	96	国
5	3	11	1	4	9	885	2324	45	25	96	药
5	3	11	1	4	10	938	2325	10	22	94	典
5	3	11	1	4	11	0	0	2501	3528	91	》
5	3	11	1	4	12	965	2327	64	20	91	2015
5	3	11	1	4	13	1032	2324	26	25	93	年
5	3	11	1	4	14	1063	2324	26	25	97	版
5	3	11	1	4	15	1096	2325	57	24	96	二
5	3	11	1	4	16	1161	2341	7	6	96	部
5	3	11	1	4	17	0	0	2501	3528	96	、
5	3	11	1	4	18	1193	2325	22	24	96	国
5	3	11	1	4	19	1224	2325	56	25	93	家
5	3	11	1	4	20	0	0	2501	3528	93	食
5	3	11	1	4	21	1287	2326	23	23	96	品
5	3	11	1	4	22	1318	2325	56	25	96	药
5	3	11	1	4	23	0	0	2501	3528	96	品
5	3	11	1	4	24	1382	2325	46	25	96	监
5	3	11	1	4	25	1423	2325	47	25	96	督
5	3	11	1	4	26	1477	2327	25	22	96	管
5	3	11	1	4	27	1508	2327	24	23	96	理
5	3	11	1	4	28	1540	2326	10	25	96	局
5	3	11	1	4	29	1548	2326	49	25	96	标
5	3	11	1	4	30	1600	2329	12	19	96	准
5	3	11	1	4	31	1617	2329	168	20	67	YBH09312008
4	3	11	1	5	0	618	2357	619	28	-1	
5	3	11	1	5	1	618	2357	28	26	94	【
5	3	11	1	5	2	647	2357	28	25	96	批
5	3	11	1	5	3	675	2358	20	25	96	准
5	3	11	1	5	4	701	2358	59	25	91	文
5	3	11	1	5	5	0	0	2501	3528	96	号
5	3	11	1	5	6	768	2359	11	24	96	】
5	3	11	1	5	7	799	2358	56	25	96	国
5	3	11	1	5	8	862	2359	25	24	96	药
5	3	11	1	5	9	893	2359	26	25	96	准
5	3	11	1	5	10	922	2362	13	19	96	字
5	3	11	1	5	11	943	2362	131	20	87	H19990133
5	3	11	1	5	12	1093	2358	25	27	92	(5
5	3	11	1	5	13	1130	2362	24	22	96	万
5	3	11	1	5	14	1162	2360	57	25	96	单
5	3	11	1	5	15	0	0	2501	3528	83	位
5	3	11	1	5	16	1229	2362	8	21	73	)
4	3	11	1	6	0	797	2396	447	27	-1	
5	3	11	1	6	1	797	2396	22	24	95	国
5	3	11	1	6	2	827	2396	57	25	96	药
5	3	11	1	6	3	891	2396	25	26	96	准
5	3	11	1	6	4	919	2399	13	20	96	字
5	3	11	1	6	5	939	2400	132	20	90	H19990134
5	3	11	1	6	6	1091	2396	41	27	93	(10
5	3	11	1	6	7	1137	2399	24	23	92	万
5	3	11	1	6	8	1168	2397	58	25	96	单
5	3	11	1	6	9	0	0	2501	3528	91	位
5	3	11	1	6	10	1236	2400	8	21	91	)
2	3	12	0	0	0	618	2426	1048	271	-1	
3	3	12	1	0	0	618	2426	1048	271	-1	
4	3	12	1	1	0	618	2426	160	26	-1	
5	3	12	1	1	1	618	2427	10	24	96	【
5	3	12	1	1	2	636	2426	26	25	93	生
5	3	12	1	1	3	669	2426	26	26	93	产
5	3	12	1	1	4	701	2427	59	25	96	企
5	3	12	1	1	5	0	0	2501	3528	95	业
5	3	12	1	1	6	768	2428	10	24	89	】
4	3	12	1	2	0	620	2456	600	28	-1	
5	3	12	1	2	1	620	2456	25	24	96	企
5	3	12	1	2	2	650	2457	27	23	96	业
5	3	12	1	2	3	684	2457	57	24	96	名
5	3	12	1	2	4	749	2469	5	11	93	称
5	3	12	1	2	5	0	0	2501	3528	52	:
5	3	12	1	2	6	780	2457	25	23	96	广
5	3	12	1	2	7	813	2457	24	25	93	东
5	3	12	1	2	8	843	2457	58	25	91	天
5	3	12	1	2	9	0	0	2501	3528	83	普
5	3	12	1	2	10	907	2457	26	25	96	生
5	3	12	1	2	11	939	2458	27	24	96	化
5	3	12	1	2	12	973	2459	24	23	96	医
5	3	12	1	2	13	1005	2458	56	25	96	药
5	3	12	1	2	14	1068	2459	17	25	92	股
5	3	12	1	2	15	1083	2459	10	24	91	份
5	3	12	1	2	16	1100	2459	41	24	93	有
5	3	12	1	2	17	1143	2460	15	23	96	限
5	3	12	1	2	18	1165	2459	24	24	97	公
5	3	12	1	2	19	1198	2460	22	23	96	司
4	3	12	1	3	0	620	2485	694	28	-1	
5	3	12	1	3	1	620	2485	24	25	93	生
5	3	12	1	3	2	651	2486	25	25	92	产
5	3	12	1	3	3	683	2486	58	24	97	地
5	3	12	1	3	4	749	2499	5	10	92	址
5	3	12	1	3	5	0	0	2501	3528	89	:
5	3	12	1	3	6	779	2486	41	25	96	广
5	3	12	1	3	7	821	2487	15	24	96	州
5	3	12	1	3	8	844	2487	24	25	93	市
5	3	12	1	3	9	876	2488	39	23	92	天
5	3	12	1	3	10	915	2488	18	24	96	河
5	3	12	1	3	11	940	2487	25	25	95	高
5	3	12	1	3	12	971	2487	45	26	92	唐
5	3	12	1	3	13	1015	2488	15	25	93	科
5	3	12	1	3	14	1036	2487	26	26	93	技
5	3	12	1	3	15	1068	2488	58	24	93	产
5	3	12	1	3	16	0	0	2501	3528	96	业
5	3	12	1	3	17	1133	2488	24	25	96	园
5	3	12	1	3	18	1165	2488	25	25	96	高
5	3	12	1	3	19	1196	2488	59	25	96	普
5	3	12	1	3	20	1257	2491	12	20	96	路
5	3	12	1	3	21	1274	2491	12	20	93	89
5	3	12	1	3	22	1290	2489	24	24	92	号
4	3	12	1	4	0	621	2515	254	26	-1	
5	3	12	1	4	1	621	2516	23	25	92	邮
5	3	12	1	4	2	650	2515	58	26	96	政
5	3	12	1	4	3	715	2517	26	23	96	编
5	3	12	1	4	4	749	2528	4	11	93	码
5	3	12	1	4	5	0	0	2501	3528	90	:
5	3	12	1	4	6	776	2519	99	20	92	510520
4	3	12	1	5	0	622	2545	975	46	-1	
5	3	12	1	5	1	622	2545	36	25	96	电
5	3	12	1	5	2	650	2546	27	24	96	话
5	3	12	1	5	3	683	2546	58	25	96	号
5	3	12	1	5	4	749	2558	5	11	93	码
5	3	12	1	5	5	0	0	2501	3528	91	:
5	3	12	1	5	6	781	2546	72	25	92	(020)
5	3	12	1	5	7	863	2549	135	21	88	38972288
5	3	12	1	5	8	1487	2555	110	36	63	〉′-`@
4	3	12	1	6	0	619	2575	945	47	-1	
5	3	12	1	6	1	619	2575	25	26	96	传
5	3	12	1	6	2	651	2575	26	25	96	真
5	3	12	1	6	3	684	2576	57	24	96	号
5	3	12	1	6	4	749	2588	5	11	93	码
5	3	12	1	6	5	0	0	2501	3528	88	:
5	3	12	1	6	6	781	2576	72	24	92	(020)
5	3	12	1	6	7	863	2579	135	20	89	38972388
5	3	12	1	6	8	1469	2581	8	17	37	[
5	3	12	1	6	9	1515	2580	49	42	62	】「
4	3	12	1	7	0	621	2598	938	55	-1	
5	3	12	1	7	1	621	2605	55	24	96	网
5	3	12	1	7	2	685	2618	4	10	93	址
5	3	12	1	7	3	0	0	2501	3528	91	:
5	3	12	1	7	4	711	2615	58	13	80	Wyw.
5	3	12	1	7	5	783	2608	143	24	90	techpoo1.
5	3	12	1	7	6	939	2616	57	13	87	com.
5	3	12	1	7	7	1009	2616	30	13	92	cn
5	3	12	1	7	8	1477	2598	82	55	58	\\′
4	3	12	1	8	0	944	2670	722	27	-1	
5	3	12	1	8	1	944	2671	3	2	67	「
5	3	12	1	8	2	1364	2670	34	25	60	五
5	3	12	1	8	3	1400	2670	266	27	0	ECCIHHLIPCCJCBIL
2	3	13	0	0	0	1851	2732	23	82	-1	
3	3	13	1	0	0	1851	2732	23	82	-1	
4	3	13	1	1	0	1851	2732	23	82	-1	
5	3	13	1	1	1	1851	2732	23	82	88	0114L
2	3	14	0	0	0	2	3507	2497	21	-1	
3	3	14	1	0	0	2	3507	2497	21	-1	
4	3	14	1	1	0	2	3507	2497	21	-1	
5	3	14	1	1	1	2	3507	2497	21	95	 
2	3	15	0	0	0	2475	2	26	3524	-1	
3	3	15	1	0	0	2475	2	26	3524	-1	
4	3	15	1	1	0	2475	2	26	3524	-1	
5	3	15	1	1	1	2475	2	26	3524	95	 
1	4	0	0	0	0	0	0	1197	1970	-1	
2	4	1	0	0	0	2	0	1193	30	-1	
3	4	1	1	0	0	2	0	1193	30	-1	
4	4	1	1	1	0	2	0	1193	30	-1	
5	4	1	1	1	1	2	0	1193	30	95	 
2	4	2	0	0	0	0	2	42	1966	-1	
3	4	2	1	0	0	0	2	42	1966	-1	
4	4	2	1	1	0	0	2	42	1966	-1	
5	4	2	1	1	1	0	2	42	1966	95	 
2	4	3	0	0	0	64	53	376	64	-1	
3	4	3	1	0	0	64	53	376	64	-1	
4	4	3	1	1	0	64	53	375	28	-1	
5	4	3	1	1	1	64	54	22	27	72	[
5	4	3	1	1	2	86	54	27	27	96	核
5	4	3	1	1	3	113	54	46	26	96	准
5	4	3	1	1	4	167	54	25	26	96	日
5	4	3	1	1	5	197	53	8	28	52	期
5	4	3	1	1	6	224	54	67	23	92	】2006
5	4	3	1	1	7	294	53	42	25	93	年
5	4	3	1	1	8	338	53	15	23	93	08
5	4	3	1	1	9	357	53	21	25	93	月
5	4	3	1	1	10	383	53	32	22	92	07
5	4	3	1	1	11	421	53	18	24	84	日
4	4	3	1	2	0	64	85	376	32	-1	
5	4	3	1	2	1	64	89	9	28	82	【
5	4	3	1	2	2	77	90	41	26	96	修
5	4	3	1	2	3	117	85	17	31	92	计
5	4	3	1	2	4	141	90	51	25	97	日
5	4	3	1	2	5	196	88	10	27	96	期
5	4	3	1	2	6	225	89	66	24	66	】2009
5	4	3	1	2	7	294	88	42	27	92	年
5	4	3	1	2	8	339	89	13	23	93	05
5	4	3	1	2	9	357	88	21	25	92	月
5	4	3	1	2	10	384	89	31	23	92	25
5	4	3	1	2	11	421	88	19	25	92	日
2	4	4	0	0	0	89	145	90	39	-1	
3	4	4	1	0	0	89	145	90	39	-1	
4	4	4	1	1	0	89	145	90	12	-1	
5	4	4	1	1	1	89	145	43	11	10	<Fo
5	4	4	1	1	2	139	151	18	6	5	r
5	4	4	1	1	3	161	146	18	9	50	4
4	4	4	1	2	0	95	159	73	14	-1	
5	4	4	1	2	1	95	159	73	14	6	2
4	4	4	1	3	0	90	172	63	12	-1	
5	4	4	1	3	1	90	172	63	12	9	e
2	4	5	0	0	0	117	243	898	122	-1	
3	4	5	1	0	0	117	243	898	122	-1	
4	4	5	1	1	0	117	243	898	122	-1	
5	4	5	1	1	1	117	245	160	90	96	儿
5	4	5	1	1	2	0	0	1197	1970	66	感
5	4	5	1	1	3	295	246	125	119	67	逾
5	4	5	1	1	4	410	245	55	86	92	热
5	4	5	1	1	5	482	243	130	92	76	守
5	4	5	1	1	6	609	243	90	92	77	颗
5	4	5	1	1	7	693	243	96	90	81	粒
5	4	5	1	1	8	786	243	98	89	96	说
5	4	5	1	1	9	885	243	41	89	96	明
5	4	5	1	1	10	943	243	72	90	96	书
2	4	6	0	0	0	228	423	693	39	-1	
3	4	6	1	0	0	228	423	693	39	-1	
4	4	6	1	1	0	228	423	693	39	-1	
5	4	6	1	1	1	228	427	52	35	96	请
5	4	6	1	1	2	280	428	42	33	96	仔
5	4	6	1	1	3	325	429	33	32	90	细
5	4	6	1	1	4	358	427	26	32	96	阅
5	4	6	1	1	5	394	425	52	35	96	读
5	4	6	1	1	6	446	426	43	34	96	说
5	4	6	1	1	7	489	427	18	32	89	明
5	4	6	1	1	8	518	425	31	34	96	书
5	4	6	1	1	9	559	425	34	34	92	并
5	4	6	1	1	10	600	424	34	34	97	在
5	4	6	1	1	11	644	424	50	34	96	医
5	4	6	1	1	12	696	424	41	34	96	师
5	4	6	1	1	13	738	424	20	34	96	指
5	4	6	1	1	14	765	425	75	33	96	导
5	4	6	1	1	15	848	423	9	35	93	下
5	4	6	1	1	16	858	423	24	35	92	使
5	4	6	1	1	17	891	424	30	33	93	用
2	4	7	0	0	0	104	513	919	229	-1	
3	4	7	1	0	0	104	513	140	31	-1	
4	4	7	1	1	0	104	513	140	31	-1	
5	4	7	1	1	1	104	514	9	30	94	[
5	4	7	1	1	2	115	514	29	29	96	药
5	4	7	1	1	3	147	515	25	27	96	品
5	4	7	1	1	4	177	514	56	29	96	名
5	4	7	1	1	5	0	0	1197	1970	96	称
5	4	7	1	1	6	235	513	9	30	77	】
3	4	7	2	0	0	111	561	359	32	-1	
4	4	7	2	1	0	111	561	359	32	-1	
5	4	7	2	1	1	111	565	28	28	96	通
5	4	7	2	1	2	142	565	24	27	96	用
5	4	7	2	1	3	172	563	57	29	96	名
5	4	7	2	1	4	234	569	6	20	93	称
5	4	7	2	1	5	0	0	1197	1970	86	:
5	4	7	2	1	6	262	562	56	29	96	儿
5	4	7	2	1	7	0	0	1197	1970	93	感
5	4	7	2	1	8	321	562	42	28	90	退
